55,40,67,58,45,56,71,59
122,86,166,98,117,137,121,133
74,62,78,90,81,106,89,125
422,100,174,108,101,128,127,183
258,162,259,246,212,241,218,269
184,119,909,164,108,149,142,207
174,93,219,115,99,126,128,169
